Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Ben Nevis 65 - Gentle Fawn (4 M),CA50487RIV-CD06C,Riviera,212.4,212.4,320.0,Carpet,Carpet,Riviera Ben Nevis  65 - Gentle Fawn 4,"Price per SQM: £96.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Burford 803 - Latte (5 M),CA66590RIV-23603,Riviera,226.5,226.5,341.66666666666663,Carpet,Carpet,Riviera Burford 803 - Latte 5,Price per SQM: £82.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Burford 807 - Argent (5 M),CA66590RIV-B0217,Riviera,226.5,226.5,341.66666666666663,Carpet,Carpet,Riviera Burford  807 - Argent 5,Price per SQM: £82.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Burford 808 - Antique White (5 M),CA66590RIV-C8A3E,Riviera,226.5,226.5,341.66666666666663,Carpet,Carpet,Riviera Burford  808 - Antique White 5,Price per SQM: £82.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Burford 809 - Natural (5 M),CA66590RIV-97463,Riviera,226.5,226.5,341.66666666666663,Carpet,Carpet,Riviera Burford  809 - Natural 5,Price per SQM: £82.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Burford 810 - Desert Sand (5 M),CA66590RIV-54F81,Riviera,226.5,226.5,341.66666666666663,Carpet,Carpet,Riviera Burford  810 - Desert Sand 5,Price per SQM: £82.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Burford 811 - Pampas (5 M),CA66590RIV-D3C3B,Riviera,226.5,226.5,341.66666666666663,Carpet,Carpet,Riviera Burford  811 - Pampas 5,Price per SQM: £82.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Burford 812 - Cappuccino (5 M),CA66590RIV-B07F2,Riviera,226.5,226.5,341.66666666666663,Carpet,Carpet,Riviera Burford  812 - Cappuccino 5,Price per SQM: £82.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Capri 450 - Blue Grotto (5 M),CA47677RIV-0DC2C,Riviera,216.0,216.0,325.0,Carpet,Carpet,Riviera Capri 450 - Blue Grotto 5,"Price per SQM: £78.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Capri 451 - Agate (5 M),CA47677RIV-EC06B,Riviera,216.0,216.0,325.0,Carpet,Carpet,Riviera Capri  451 - Agate 5,"Price per SQM: £78.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Capri 452 - Natural Cotton (5 M),CA47677RIV-CAC09,Riviera,216.0,216.0,325.0,Carpet,Carpet,Riviera Capri  452 - Natural Cotton 5,"Price per SQM: £78.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Capri 453 - Silvermine (5 M),CA47677RIV-DEBA3,Riviera,216.0,216.0,325.0,Carpet,Carpet,Riviera Capri  453 - Silvermine 5,"Price per SQM: £78.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Capri 454 - Italian Taupe (5 M),CA47677RIV-AB97D,Riviera,216.0,216.0,325.0,Carpet,Carpet,Riviera Capri  454 - Italian Taupe 5,"Price per SQM: £78.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Capri 455 - Dove (5 M),CA47677RIV-328A3,Riviera,216.0,216.0,325.0,Carpet,Carpet,Riviera Capri  455 - Dove 5,"Price per SQM: £78.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Capri 456 - Volcanic Ash (5 M),CA47677RIV-B8829,Riviera,216.0,216.0,325.0,Carpet,Carpet,Riviera Capri  456 - Volcanic Ash 5,"Price per SQM: £78.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Chartwell 370 - Moleskin (5 M),CA57200RIV-79FB0,Riviera,379.0,379.0,566.6666666666667,Carpet,Carpet,Riviera Chartwell 370 - Moleskin 5,Price per SQM: £136.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Chartwell 371 - Sandy Cove (5 M),CA57200RIV-EC78A,Riviera,379.0,379.0,566.6666666666667,Carpet,Carpet,Riviera Chartwell  371 - Sandy Cove 5,Price per SQM: £136.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Chartwell 372 - Silver Sheen (5 M),CA57200RIV-7DCB3,Riviera,379.0,379.0,566.6666666666667,Carpet,Carpet,Riviera Chartwell  372 - Silver Sheen 5,Price per SQM: £136.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Chartwell 373 - Chic Shadow (5 M),CA57200RIV-BD47D,Riviera,379.0,379.0,566.6666666666667,Carpet,Carpet,Riviera Chartwell  373 - Chic Shadow 5,Price per SQM: £136.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Chartwell 374 - White Mist (5 M),CA57200RIV-75299,Riviera,379.0,379.0,566.6666666666667,Carpet,Carpet,Riviera Chartwell  374 - White Mist 5,Price per SQM: £136.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Chartwell 375 - Stormy Seas (5 M),CA57200RIV-61B6D,Riviera,379.0,379.0,566.6666666666667,Carpet,Carpet,Riviera Chartwell  375 - Stormy Seas 5,Price per SQM: £136.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Florence 551 - Grano (5 M),CA82768RIV-6A862,Riviera,218.75,218.75,329.16666666666663,Carpet,Carpet,Riviera Florence 551 - Grano 5,"Price per SQM: £79.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Florence 552 - Cashemire (5 M),CA82768RIV-39D9F,Riviera,218.75,218.75,329.16666666666663,Carpet,Carpet,Riviera Florence  552 - Cashemire 5,"Price per SQM: £79.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Florence 553 - Calcare (5 M),CA82768RIV-ABBBA,Riviera,218.75,218.75,329.16666666666663,Carpet,Carpet,Riviera Florence  553 - Calcare 5,"Price per SQM: £79.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Florence 554 - Nebbia (5 M),CA82768RIV-C5AFA,Riviera,218.75,218.75,329.16666666666663,Carpet,Carpet,Riviera Florence  554 - Nebbia 5,"Price per SQM: £79.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Florence 555 - Ombra (5 M),CA82768RIV-DF456,Riviera,218.75,218.75,329.16666666666663,Carpet,Carpet,Riviera Florence  555 - Ombra 5,"Price per SQM: £79.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Florence 556 - Granito (5 M),CA82768RIV-D2A70,Riviera,218.75,218.75,329.16666666666663,Carpet,Carpet,Riviera Florence  556 - Granito 5,"Price per SQM: £79.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Genoa 241 - Pearl (5 M),CA46324RIV-24100,Riviera,177.5,177.5,283.33333333333337,Carpet,Carpet,Riviera Genoa 241 - Pearl 5,Price per SQM: £68.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Genoa 242 - Bone (5 M),CA46324RIV-0A961,Riviera,177.5,177.5,283.33333333333337,Carpet,Carpet,Riviera Genoa  242 - Bone 5,Price per SQM: £68.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Genoa 243 - Stone (5 M),CA46324RIV-0C481,Riviera,177.5,177.5,283.33333333333337,Carpet,Carpet,Riviera Genoa  243 - Stone 5,Price per SQM: £68.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Genoa 244 - Linen (5 M),CA46324RIV-E3E0B,Riviera,177.5,177.5,283.33333333333337,Carpet,Carpet,Riviera Genoa  244 - Linen 5,Price per SQM: £68.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Grand Piazza 1000 - San Marco (5 M),CA89443RIV-29886,Riviera,240.0,240.0,358.33333333333337,Carpet,Carpet,Riviera Grand Piazza 1000 - San Marco 5,Price per SQM: £86.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Grand Piazza 1001 - San Pietro (5 M),CA89443RIV-C9190,Riviera,240.0,240.0,358.33333333333337,Carpet,Carpet,Riviera Grand Piazza  1001 - San Pietro 5,Price per SQM: £86.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Grand Piazza 1002 - Del Campo (5 M),CA89443RIV-4D28A,Riviera,240.0,240.0,358.33333333333337,Carpet,Carpet,Riviera Grand Piazza  1002 - Del Campo 5,Price per SQM: £86.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Grand Piazza 1003 - Della Signoria (5 M),CA89443RIV-D6ADF,Riviera,240.0,240.0,358.33333333333337,Carpet,Carpet,Riviera Grand Piazza  1003 - Della Signoria 5,Price per SQM: £86.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Grand Piazza 1004 - Del Popolo (5 M),CA89443RIV-0DB3C,Riviera,240.0,240.0,358.33333333333337,Carpet,Carpet,Riviera Grand Piazza  1004 - Del Popolo 5,Price per SQM: £86.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Grand Piazza 1005 - Navona (5 M),CA89443RIV-77289,Riviera,240.0,240.0,358.33333333333337,Carpet,Carpet,Riviera Grand Piazza  1005 - Navona 5,Price per SQM: £86.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Grand Piazza 1006 - Del Duomo (5 M),CA89443RIV-CA493,Riviera,240.0,240.0,358.33333333333337,Carpet,Carpet,Riviera Grand Piazza  1006 - Del Duomo 5,Price per SQM: £86.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Hampstead 511 - Shadow (5 M),CA53446RIV-CE975,Riviera,246.5,246.5,370.83333333333337,Carpet,Carpet,Riviera Hampstead 511 - Shadow  5,Price per SQM: £89.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Hampstead 512 - Taupe Suede (5 M),CA53446RIV-A49BA,Riviera,246.5,246.5,370.83333333333337,Carpet,Carpet,Riviera Hampstead  512 - Taupe Suede  5,Price per SQM: £89.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Hampstead 513 - Wheatgrass (5 M),CA53446RIV-B1CF0,Riviera,246.5,246.5,370.83333333333337,Carpet,Carpet,Riviera Hampstead  513 - Wheatgrass  5,Price per SQM: £89.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Hampstead 515 - Pebble (5 M),CA53446RIV-83B43,Riviera,246.5,246.5,370.83333333333337,Carpet,Carpet,Riviera Hampstead  515 - Pebble  5,Price per SQM: £89.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Hampstead 516 - Wild Fennel (5 M),CA53446RIV-0A2E9,Riviera,246.5,246.5,370.83333333333337,Carpet,Carpet,Riviera Hampstead  516 - Wild Fennel  5,Price per SQM: £89.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Hampstead 517 - Silver Cloud (5 M),CA53446RIV-73613,Riviera,246.5,246.5,370.83333333333337,Carpet,Carpet,Riviera Hampstead  517 - Silver Cloud 5,Price per SQM: £89.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lake 620 - Coniston (4 M),CA76921RIV-21B64,Riviera,107.4,107.4,183.33333333333331,Carpet,Carpet,Riviera Lake 620 - Coniston 4,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lake 621 - Derwent (4 M),CA76921RIV-F9C20,Riviera,107.4,107.4,183.33333333333331,Carpet,Carpet,Riviera Lake  621 - Derwent 4,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lake 622 - Ullswater (4 M),CA76921RIV-BA099,Riviera,107.4,107.4,183.33333333333331,Carpet,Carpet,Riviera Lake  622 - Ullswater 4,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Lake 623 - Windermere (4 M),CA76921RIV-A71BF,Riviera,107.4,107.4,183.33333333333331,Carpet,Carpet,Riviera Lake  623 - Windermere 4,Price per SQM: £55.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Livorno 231 - Cream (5 M),CA81293RIV-1B77F,Riviera,140.0,140.0,237.5,Carpet,Carpet,Riviera Livorno 231 - Cream 5,Price per SQM: £57.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Livorno 232 - Hazelwood (5 M),CA81293RIV-F5F66,Riviera,140.0,140.0,237.5,Carpet,Carpet,Riviera Livorno  232 - Hazelwood 5,Price per SQM: £57.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Livorno 233 - Eggshell (5 M),CA81293RIV-DD520,Riviera,140.0,140.0,237.5,Carpet,Carpet,Riviera Livorno  233 - Eggshell 5,Price per SQM: £57.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Livorno 234 - Coffee (5 M),CA81293RIV-CCE69,Riviera,140.0,140.0,237.5,Carpet,Carpet,Riviera Livorno  234 - Coffee 5,Price per SQM: £57.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Mayfair 2000 - Pewter (5 M),CA68206RIV-2DD04,Riviera,277.0,277.0,416.66666666666674,Carpet,Carpet,Riviera Mayfair 2000 - Pewter 5,Price per SQM: £100.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Mayfair 2001 - Wild Mushroom (5 M),CA68206RIV-072A1,Riviera,277.0,277.0,416.66666666666674,Carpet,Carpet,Riviera Mayfair  2001 - Wild Mushroom 5,Price per SQM: £100.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Mayfair 2002 - Taupe Grey (5 M),CA68206RIV-A08D1,Riviera,277.0,277.0,416.66666666666674,Carpet,Carpet,Riviera Mayfair  2002 - Taupe Grey 5,Price per SQM: £100.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Mayfair 2003 - Silk (5 M),CA68206RIV-5D7BC,Riviera,277.0,277.0,416.66666666666674,Carpet,Carpet,Riviera Mayfair  2003 - Silk 5,Price per SQM: £100.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Mayfair 2004 - Champagne (5 M),CA68206RIV-CFBEB,Riviera,277.0,277.0,416.66666666666674,Carpet,Carpet,Riviera Mayfair  2004 - Champagne 5,Price per SQM: £100.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Mayfair 2005 - Pure Satin (5 M),CA68206RIV-E70C8,Riviera,277.0,277.0,416.66666666666674,Carpet,Carpet,Riviera Mayfair  2005 - Pure Satin 5,Price per SQM: £100.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Mayfair 2006 - Smoke (5 M),CA68206RIV-E3D2B,Riviera,277.0,277.0,416.66666666666674,Carpet,Carpet,Riviera Mayfair  2006 - Smoke 5,Price per SQM: £100.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Medina 221 - Peanut (5 M),CA91840RIV-1894F,Riviera,140.0,140.0,237.5,Carpet,Carpet,Riviera Medina 221 - Peanut 5,Price per SQM: £57.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Medina 222 - Pewter (5 M),CA91840RIV-68F1B,Riviera,140.0,140.0,237.5,Carpet,Carpet,Riviera Medina  222 - Pewter 5,Price per SQM: £57.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Medina 223 - Mocha (5 M),CA91840RIV-EF7DC,Riviera,140.0,140.0,237.5,Carpet,Carpet,Riviera Medina  223 - Mocha 5,Price per SQM: £57.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Medina 224 - Fossil (5 M),CA91840RIV-7F57B,Riviera,140.0,140.0,237.5,Carpet,Carpet,Riviera Medina  224 - Fossil 5,Price per SQM: £57.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Medina 225 - Nutmeg (5 M),CA91840RIV-FA9EB,Riviera,140.0,140.0,237.5,Carpet,Carpet,Riviera Medina  225 - Nutmeg 5,Price per SQM: £57.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Medina 226 - Almond (5 M),CA91840RIV-3D6AD,Riviera,140.0,140.0,237.5,Carpet,Carpet,Riviera Medina  226 - Almond 5,Price per SQM: £57.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Milano 441 - Marrone (5 M),CA85831RIV-C31B7,Riviera,218.75,218.75,329.16666666666663,Carpet,Carpet,Riviera Milano 441 - Marrone 5,"Price per SQM: £79.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Milano 442 - Tartufo (5 M),CA85831RIV-570AB,Riviera,218.75,218.75,329.16666666666663,Carpet,Carpet,Riviera Milano  442 - Tartufo 5,"Price per SQM: £79.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Milano 443 - Sabbia (5 M),CA85831RIV-9104F,Riviera,218.75,218.75,329.16666666666663,Carpet,Carpet,Riviera Milano  443 - Sabbia 5,"Price per SQM: £79.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Milano 444 - Carbone (5 M),CA85831RIV-29A05,Riviera,218.75,218.75,329.16666666666663,Carpet,Carpet,Riviera Milano  444 - Carbone 5,"Price per SQM: £79.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Milano 445 - Grigio (5 M),CA85831RIV-FA719,Riviera,218.75,218.75,329.16666666666663,Carpet,Carpet,Riviera Milano  445 - Grigio 5,"Price per SQM: £79.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Milano 446 - Argento (5 M),CA85831RIV-DE3FA,Riviera,218.75,218.75,329.16666666666663,Carpet,Carpet,Riviera Milano  446 - Argento 5,"Price per SQM: £79.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Monaco 3080 - Burnished Gold (5 M),CA68819RIV-C3F4D,Riviera,381.25,381.25,570.8333333333333,Carpet,Carpet,Riviera Monaco 3080 - Burnished Gold 5,Price per SQM: £137.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Monaco 3081 - Cafe au Lait (5 M),CA68819RIV-4D01A,Riviera,381.25,381.25,570.8333333333333,Carpet,Carpet,Riviera Monaco  3081 - Cafe au Lait 5,Price per SQM: £137.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Monaco 3082 - White Gold (5 M),CA68819RIV-92A4F,Riviera,381.25,381.25,570.8333333333333,Carpet,Carpet,Riviera Monaco  3082 - White Gold 5,Price per SQM: £137.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Monaco 3083 - Champagne Beige (5 M),CA68819RIV-8A457,Riviera,381.25,381.25,570.8333333333333,Carpet,Carpet,Riviera Monaco  3083 - Champagne Beige 5,Price per SQM: £137.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Monaco 3084 - Silver Seas (5 M),CA68819RIV-F0B4C,Riviera,381.25,381.25,570.8333333333333,Carpet,Carpet,Riviera Monaco  3084 - Silver Seas 5,Price per SQM: £137.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Monaco 3085 - Royal Quartz (5 M),CA68819RIV-CF3D8,Riviera,381.25,381.25,570.8333333333333,Carpet,Carpet,Riviera Monaco  3085 - Royal Quartz 5,Price per SQM: £137.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Monaco 3086 - Ambient Earth (5 M),CA68819RIV-3F2F4,Riviera,381.25,381.25,570.8333333333333,Carpet,Carpet,Riviera Monaco  3086 - Ambient Earth 5,Price per SQM: £137.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Royalty 3000 - Flint (5 M),CA32557RIV-14A9C,Riviera,220.25,220.25,329.16666666666663,Carpet,Carpet,Riviera Royalty 3000 - Flint 5,Price per SQM: £79.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Royalty 3001 - Moon Stone (5 M),CA32557RIV-6CD85,Riviera,220.25,220.25,329.16666666666663,Carpet,Carpet,Riviera Royalty  3001 - Moon Stone 5,Price per SQM: £79.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Royalty 3002 - Corn Silk (5 M),CA32557RIV-B2647,Riviera,220.25,220.25,329.16666666666663,Carpet,Carpet,Riviera Royalty  3002 - Corn Silk 5,Price per SQM: £79.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Royalty 3003 - Parchment (5 M),CA32557RIV-83865,Riviera,220.25,220.25,329.16666666666663,Carpet,Carpet,Riviera Royalty  3003 - Parchment 5,Price per SQM: £79.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Royalty 3004 - Bone (5 M),CA32557RIV-75B17,Riviera,220.25,220.25,329.16666666666663,Carpet,Carpet,Riviera Royalty  3004 - Bone 5,Price per SQM: £79.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Royalty 3005 - Limestone (5 M),CA32557RIV-D5E43,Riviera,220.25,220.25,329.16666666666663,Carpet,Carpet,Riviera Royalty  3005 - Limestone 5,Price per SQM: £79.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Rustic Croft 351 - Soft Lime (4 M),CA85878RIV-FCC4A,Riviera,125.0,125.0,213.33333333333331,Carpet,Carpet,Riviera Rustic Croft 351 - Soft Lime 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Rustic Croft 352 - Crushed Hessian (4 M),CA85878RIV-3A11B,Riviera,125.0,125.0,213.33333333333331,Carpet,Carpet,Riviera Rustic Croft  352 - Crushed Hessian 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Rustic Croft 353 - Pumice (4 M),CA85878RIV-5BE97,Riviera,125.0,125.0,213.33333333333331,Carpet,Carpet,Riviera Rustic Croft  353 - Pumice 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Rustic Croft 354 - Cobble Stone (4 M),CA85878RIV-505F5,Riviera,125.0,125.0,213.33333333333331,Carpet,Carpet,Riviera Rustic Croft  354 - Cobble Stone 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Rustic Croft 356 - Driftwood (4 M),CA85878RIV-96475,Riviera,125.0,125.0,213.33333333333331,Carpet,Carpet,Riviera Rustic Croft  356 - Driftwood 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
